ProductName,Description,Predicted productBrand,Predicted Color,Predicted Gender
Metro Women Gold-Toned Solid Mules,"This model is wearing heels from our stylist's collection, see the image for a mock-up of what the actual heels would look like",Metro, Gold,Women
Sonata Reloaded Men Black Analogue watch 7924SL11,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Men
SPYKAR Women Navy Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,"Navy blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Blue,Women
Veni Vidi Vici Women Pink Self Design Fitted Crop Top,"Pink self-design knitted fitted crop top, has shoulder straps, sleeveless, and ruching detail with drawstring",Veni Vidi Vici, Pink,Women
Alcis Men Charcoal Grey Solid Slim Fit Training Track Pants,"Charcoal grey solid woven training track pant, has elasticated waistband, three pockets",Alcis, Grey,Men
Fame Forever by Lifestyle Men Navy Blue & White Striped Polo Collar T-shirt,"Navy Blue and White striped T-shirt, has a polo collar, and short sleeves",Fame Forever by Lifestyle,Blue,Men
Red Tape Men Tan Brown Leather Formal Derbys,"A pair of tan brown square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Veni Vidi Vici Women Mustard Yellow Solid Cold-Shoulder Fit and Flare Dress,"Mustard yellow solid knitted cold-shoulder fit and flare dress, has a round neck, short sleeves, and flared hem",Veni Vidi Vici, Yellow,Women
DODO & MOA Women Teal Printed Top,"Teal printed woven regular  top, has a round neck, and short sleeves",DODO & MOA,nan,Women
Sonata Utsav Men Blue Analogue watch NL7125YM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Men
Shaily Navy Blue & Green Pure Georgette Solid Saree,"Design Detail:Navy Blue and Green   solid saree and has a printed border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Georgette is a lightweight fabric that displays an overall bouncy look. It is sheer and comes in both translucent and opaque textures.",Shaily,Blue,Women
Veni Vidi Vici Women Olive Green Solid Fitted Crop Top,"Olive green solid knitted fitted crop top with tie-ups detail, has shoulder straps, and sleeveless",Veni Vidi Vici, Green,Women
Vishudh Women Black Embroidered A-Line Top,"Black embroidered woven A-line top, has a round neck, and long sleeves",Vishudh, Red,Women
Titan Men Black Analogue Watch 90106KM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Black bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
Fastrack Loopholes Men Black Analogue watch NL3169SL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round metal dialFeatures: Reset Time, Date ApertureStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Men
Fastrack Men Black Analogue Watch,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Multi FunctionStrap style: Black regular, silicon strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Men
CODE by Lifestyle Men Pink & White Slim Fit Striped Formal Shirt,"Pink and White striped formal shirt, has a cutaway collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, White,Men
Fame Forever by Lifestyle Men Navy Blue & White Slim Fit Checked Casual Shirt,"Navy Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Fame Forever by Lifestyle,Blue,Men
Cottinfab Women Burgundy Solid Basic Jumpsuit,"Burgundy solid basic jumpsuit, has a shirt collar, three-quarter roll-up sleeves, button closure, waist tie-up, two pockets",Cottinfab, Burgundy,Women
ColorPlus Men White Regular Fit Printed Casual Shirt,"White printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus, White,Men
Arrow New York Black & Olive Green Cardigan,"Black and olive green panelled cardigan, has a ribbed mock collar, long sleeves, a full zip closure, a ribbed hemline",Arrow New York, Green,Men
ROMEE Brown Set of 2 Solid Square Cushion Covers,Set content: 2 Cushion Covers Colour: Brown Shape: Square Pattern: Solid Closure: Zip,ROMEE, Brown,Unisex
INCOLOR Women Rust-Coloured Jewel Queen 16 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 16 Lipstick 3.7gColour Shade Name:Rust-ColouredWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
Vishudh Women Mustard Yellow Printed A-Line Kurta,"Mustard yellow printed A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem, and front slit",Vishudh, Yellow,Women
CODE by Lifestyle Men Green & White Slim Fit Checked Casual Shirt,"Green and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, Green,Men
Cottinfab Women Olive Green Solid Basic Jumpsuit,"Olive Green solid basic jumpsuit with gathers, has a round neck, sleeveless, concealed zip closure",Cottinfab, Green,Women
Zoop Marvel Unisex White Analogue watch C4048PP28,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: White regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case",Zoop, White,Unisex Kids
RICHARD PARKER by Pantaloons Men Multicoloured Slim Fit Printed Casual Shirt,"Multicoloured printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",RICHARD PARKER by Pantaloons, Red,Men
Coolers Men Black Leather Sandals,A pair of black shoe-style sandalsLeather upper with velcro closureCushioned footbedPatterned rubber outsole,Coolers, Black,Men
Veni Vidi Vici Women Green Solid Bardot Crop Top,"Green solid knitted bardot crop top, has an off-shoulder neck, and long sleeves",Veni Vidi Vici, Green,Women
Veni Vidi Vici Women Blue Solid Bodycon Dress,"Blue solid knitted bodycon dress with tie-ups detail, has shoulder straps, sleeveless, and straight hem",Veni Vidi Vici,Blue,Women
CODE by Lifestyle Men Navy Blue & Off-White Slim Fit Printed Formal Shirt,"Navy Blue and Off-white printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Sonata Reloaded Men Grey Analogue watch 77031NL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Grey regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Grey,Men
Soumya Pink Single Long Door Curtain,Set content: Single Long Door curtainColour: PinkPattern: Ethnic Motifs Long DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, Pink,Unisex
Titan Men White Analogue Watch,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Multi FunctionStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
CHUTPUT Kids Sea Green Self Design Cardigan with Applique Detail,"Sea Green self-design cardigan with applique detail, has a round neck, long sleeves, button closures, and straight hemComes with a matching beanie cap",CHUTPUT, Green,Unisex Kids
Chhabra 555 Green Art Silk Checked Chanderi Saree,"Green chanderi  checked saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like",Chhabra 555, Green,Women
Park Avenue Men Blue Checked Super Slim-Fit Single-Breasted Blazer,"Blue checked super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue,Blue,Men
Titan Men Blue Analogue Watch 90106KL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan,Blue,Men
Veni Vidi Vici Women Mustard Yellow Solid Crop Fitted Top,"Mustard yellow solid knitted fitted top with cut-out and tie-up detail, has a boat neck, and long sleeves",Veni Vidi Vici, Yellow,Women
Cottinfab Women Black & White Printed Layered Playsuit,"Black and white printed playsuit with waist tie-ups and layered detail, has a round neck, short sleeves, two pockets, concealed zip closure",Cottinfab, Red,Women
Cottinfab Women Black Solid Playsuit,"Black solid playsuit with waist tie-ups , has a shirt collar, three-quarter sleeves, button closure, two pockets",Cottinfab, Black,Women
Fastrack Women Black Analogue Watch 68009PP05,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Black textured, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Women
Titan Workwear Women Silver Analogue watch NL2589SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Chronograph, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Silver,Women
CODE by Lifestyle Men Orange & Red Slim Fit Checked Casual Shirt,"Orange and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
CODE by Lifestyle Men Green Regular Fit Self Design Formal Shirt,"Green self-design formal shirt, has a spread collar, long sleeves, button placket, and curved hem",CODE by Lifestyle, Green,Men
Mitera Orange & Navy Blue Poly Georgette Embroidered Saree,"Orange and Navy Blue   embroidered saree and has an embroidered border Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like",Mitera,Blue,Women
Kraus Jeans Women Grey Skinny Fit High-Rise Clean Look Cropped Bootcut Jeans,"Grey medium wash 5-pocket high-rise cropped Bootcut  jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Kraus Jeans, Grey,Women
CODE by Lifestyle Men Purple & Blue Regular Fit Printed Formal Shirt,"Purple and Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Vishudh Women Pink & Red Printed A-Line Layered Kurta,"Pink and Red printed A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem, and front slit",Vishudh, Red,Women
Park Avenue Men Blue Solid Super Slim-Fit Single-Breasted Blazer,"Blue solid super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue,Blue,Men
Shaily White & Green Pure Georgette Printed Saree,"Design Detail:White and Green printed saree and has a solid borderComes with attached Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Chiffon is a lightweight plain-woven fabric with mesh like weave that gives it transparent appearance.",Shaily, Green,Women
